timestamp_lectura_csv,zona_aeropuerto,personas_medicion_anterior,personas_medicion_actual,minutos_entre_mediciones,cabinas_baseline,cabinas_recomendado,weather_condition,tiempo_atmosferico,weather_risk_score,weather_delay_multiplier,recommended_extra_boarding_buffer_minutes,boarding_adjusted_pressure_recomendado,boarding_weather_risk_level_recomendado,espera_pasajero_nuevo_baseline_min,espera_pasajero_nuevo_recomendado_min,mejora_espera_pasajero_nuevo_min,mejora_espera_pasajero_nuevo_porcentaje,tiempo_total_pasajero_nuevo_baseline_min,tiempo_total_pasajero_nuevo_recomendado_min,mejora_tiempo_total_min,mejora_tiempo_total_porcentaje,utilizacion_baseline_porcentaje,utilizacion_recomendado_porcentaje,personas_predichas_10min_baseline,personas_predichas_10min_recomendado,mejora_personas_predichas_10min,accion_baseline,accion_recomendada,mensaje_recomendacion
2026-05-16 11:31:18,seguridad,19,20,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,10.8,2.8,8.0,74.07,12.0,4.0,8.0,66.67,100.0,100.0,30.0,30.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:31:18,pasaportes,0,0,1.0,2,3,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 1.50 pax/min y la capacidad actual es 1.50 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:31:18,embarque,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:32:18,checkin,5,5,1.0,4,6,wind,Viento,0.58,1.39,13,0.0,Unknown,0.88,0.0,0.88,100.0,4.38,3.5,0.88,20.0,100.0,100.0,5.0,5.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 1.71 pax/min y la capacidad actual es 1.71 pax/min. Abrir hasta 7 cabina(s).
2026-05-16 11:32:18,bagdrop,1,1,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,1.0,1.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.00 pax/min y la capacidad actual es 3.00 pax/min. Abrir hasta 7 cabina(s).
2026-05-16 11:32:18,seguridad,20,23,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,12.6,3.4,9.2,73.02,13.8,4.6,9.2,66.67,100.0,100.0,53.0,53.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:32:18,pasaportes,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 2.00 pax/min y la capacidad actual es 2.00 pax/min. Abrir hasta 5 cabina(s).
2026-05-16 11:32:18,embarque,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:33:18,checkin,5,6,1.0,4,7,wind,Viento,0.58,1.39,13,0.0,Unknown,1.75,0.0,1.75,100.0,5.25,3.5,1.75,33.33,100.0,100.0,16.0,16.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.00 pax/min y la capacidad actual es 2.00 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:33:18,bagdrop,1,1,1.0,2,7,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,1.0,1.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.50 pax/min y la capacidad actual es 3.50 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:33:18,seguridad,23,25,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,13.8,3.8,10.0,72.46,15.0,5.0,10.0,66.67,100.0,100.0,45.0,45.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 7.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:33:18,pasaportes,0,0,1.0,2,5,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 2.50 pax/min y la capacidad actual es 2.50 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:33:18,embarque,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:34:18,checkin,6,6,1.0,4,12,wind,Viento,0.58,1.39,13,0.0,Unknown,1.75,0.0,1.75,100.0,5.25,3.5,1.75,33.33,100.0,100.0,6.0,6.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:34:18,bagdrop,1,2,1.0,2,8,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,12.0,12.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:34:18,seguridad,25,26,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,14.4,4.0,10.4,72.22,15.6,5.2,10.4,66.67,100.0,100.0,36.0,36.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:34:18,pasaportes,0,0,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.00 pax/min y la capacidad actual es 3.00 pax/min. Abrir hasta 7 cabina(s).
2026-05-16 11:34:18,embarque,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:35:18,checkin,6,7,1.0,4,12,wind,Viento,0.58,1.39,13,0.0,Unknown,2.62,0.0,2.62,100.0,6.12,3.5,2.62,42.86,100.0,100.0,17.0,17.0,-0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:35:18,bagdrop,2,3,1.0,2,8,wind,Viento,0.58,1.39,13,0.0,Unknown,1.0,0.0,1.0,100.0,3.0,2.0,1.0,33.33,100.0,100.0,13.0,13.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:35:18,seguridad,26,29,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,16.2,4.6,11.6,71.6,17.4,5.8,11.6,66.67,100.0,100.0,59.0,59.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:35:18,pasaportes,0,0,1.0,2,7,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.50 pax/min y la capacidad actual es 3.50 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:35:18,embarque,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:36:18,checkin,7,7,1.0,4,12,wind,Viento,0.58,1.39,13,0.0,Unknown,2.62,0.0,2.62,100.0,6.12,3.5,2.62,42.86,100.0,100.0,7.0,7.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:36:18,bagdrop,3,4,1.0,2,8,wind,Viento,0.58,1.39,13,0.0,Unknown,2.0,0.0,2.0,100.0,4.0,2.0,2.0,50.0,100.0,100.0,14.0,14.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:36:18,seguridad,29,34,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,19.2,5.6,13.6,70.83,20.4,6.8,13.6,66.67,100.0,100.0,84.0,84.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 10.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:36:18,pasaportes,0,0,1.0,2,8,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:36:18,embarque,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:37:18,checkin,7,7,1.0,4,12,wind,Viento,0.58,1.39,13,0.0,Unknown,2.62,0.0,2.62,100.0,6.12,3.5,2.62,42.86,100.0,100.0,7.0,7.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 3.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:37:18,bagdrop,4,4,1.0,2,8,wind,Viento,0.58,1.39,13,0.0,Unknown,2.0,0.0,2.0,100.0,4.0,2.0,2.0,50.0,100.0,100.0,4.0,4.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:37:18,seguridad,34,37,1.0,2,6,wind,Viento,0.58,1.39,13,0.0,Unknown,21.0,6.2,14.8,70.48,22.2,7.4,14.8,66.67,100.0,100.0,67.0,67.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:37:18,pasaportes,0,0,1.0,2,8,wind,Viento,0.58,1.39,13,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:37:18,embarque,0,0,1.0,2,4,wind,Viento,0.58,1.39,13,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
2026-05-16 11:38:18,checkin,7,10,1.0,4,12,wind,Viento,0.41,1.42,19,0.0,Unknown,5.25,0.0,5.25,100.0,8.75,3.5,5.25,60.0,100.0,100.0,40.0,40.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 6.43 pax/min y la capacidad actual es 3.43 pax/min. Abrir hasta 12 cabina(s).
2026-05-16 11:38:18,bagdrop,4,5,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,3.0,0.0,3.0,100.0,5.0,2.0,3.0,60.0,100.0,100.0,15.0,15.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 5.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:38:18,seguridad,37,41,1.0,2,6,wind,Viento,0.41,1.42,19,0.0,Unknown,23.4,7.0,16.4,70.09,24.6,8.2,16.4,66.67,100.0,100.0,81.0,81.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 9.00 pax/min y la capacidad actual es 5.00 pax/min. Abrir hasta 6 cabina(s).
2026-05-16 11:38:18,pasaportes,0,0,1.0,2,8,wind,Viento,0.41,1.42,19,0.0,Unknown,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 4.00 pax/min y la capacidad actual es 4.00 pax/min. Abrir hasta 8 cabina(s).
2026-05-16 11:38:18,embarque,0,0,1.0,2,4,wind,Viento,0.41,1.42,19,0.0,Low,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,100.0,100.0,0.0,0.0,0.0,CRITICO,CRITICO,Sistema inestable: llegan 8.00 pax/min y la capacidad actual es 8.00 pax/min. Abrir hasta 4 cabina(s).
